"","player_id","nameFirst","nameLast","birthDate","pa","at_bats","tot_ob","total_bases","game_type"
"370",115732,"Todd","Helton",1973-08-20,5,5,2,3,"bd"
"371",491676,"Gorkys","Hernandez",1987-09-07,501,461,143,181,"nbd"
"372",571771,"Enrique","Hernandez",1991-08-24,2228,1962,704,824,"nbd"
"373",514917,"Cesar","Hernandez",1990-05-23,3705,3283,1262,1211,"nbd"
"374",491676,"Gorkys","Hernandez",1987-09-07,7,7,2,6,"bd"
"375",571771,"Enrique","Hernandez",1991-08-24,23,20,9,10,"bd"
"376",514917,"Cesar","Hernandez",1990-05-23,33,29,9,9,"bd"
"377",518792,"Jason","Heyward",1989-08-09,1956,1724,664,692,"nbd"
"378",518792,"Jason","Heyward",1989-08-09,16,13,8,7,"bd"
"379",543308,"John","Hicks",1989-08-31,329,315,79,120,"nbd"
"380",543308,"John","Hicks",1989-08-31,4,4,1,1,"bd"
"381",543309,"Kyle","Higashioka",1990-04-20,244,227,64,89,"nbd"
"382",543309,"Kyle","Higashioka",1990-04-20,4,2,1,0,"bd"
"383",400134,"Eric","Hinske",1977-08-05,316,277,107,124,"nbd"
"384",400134,"Eric","Hinske",1977-08-05,4,4,1,4,"bd"
"385",669374,"Keston","Hiura",1996-08-02,587,524,200,267,"nbd"
"386",669374,"Keston","Hiura",1996-08-02,7,7,1,1,"bd"
"387",571788,"Brock","Holt",1988-06-11,1908,1704,651,648,"nbd"
"388",571788,"Brock","Holt",1988-06-11,15,14,1,1,"bd"
"389",592419,"Jared","Hoying",1989-05-18,73,68,19,21,"nbd"
"390",592419,"Jared","Hoying",1989-05-18,4,4,1,1,"bd"
"391",460026,"Nick","Hundley",1983-09-08,612,569,180,245,"nbd"
"392",460026,"Nick","Hundley",1983-09-08,8,7,3,2,"bd"
"393",116338,"Torii","Hunter",1975-07-18,1205,1087,392,477,"nbd"
"394",116338,"Torii","Hunter",1975-07-18,8,7,3,2,"bd"
"395",666561,"Jae-gyun","Hwang",1987-07-28,53,48,12,11,"nbd"
"396",666561,"Jae-gyun","Hwang",1987-07-28,4,4,1,1,"bd"
"397",455104,"Chris","Iannetta",1983-04-08,1583,1334,526,506,"nbd"
"398",455104,"Chris","Iannetta",1983-04-08,22,21,1,0,"bd"
"399",276346,"Brandon","Inge",1977-05-19,299,265,77,74,"nbd"
"400",276346,"Brandon","Inge",1977-05-19,4,4,2,2,"bd"
"401",429719,"Edwin","Jackson",1983-09-09,116,104,26,22,"nbd"
"402",429719,"Edwin","Jackson",1983-09-09,4,4,1,1,"bd"
"403",608671,"Travis","Jankowski",1991-06-15,538,474,181,164,"nbd"
"404",608671,"Travis","Jankowski",1991-06-15,6,4,3,2,"bd"
"405",643376,"Danny","Jansen",1995-04-15,582,524,167,211,"nbd"
"406",643376,"Danny","Jansen",1995-04-15,7,7,1,1,"bd"
"407",680777,"Ryan","Jeffers",1997-06-03,521,471,144,182,"nbd"
"408",680777,"Ryan","Jeffers",1997-06-03,8,8,2,2,"bd"
"409",656582,"Connor","Joe",1992-08-16,670,576,234,223,"nbd"
"410",656582,"Connor","Joe",1992-08-16,8,7,4,6,"bd"
"411",116662,"Andruw","Jones",1977-04-23,323,274,109,127,"nbd"
"412",592444,"JaCoby","Jones",1992-05-10,330,295,102,127,"nbd"
"413",430945,"Adam","Jones",1985-08-01,4488,4219,1432,1980,"nbd"
"414",434540,"Garrett","Jones",1981-06-21,148,140,39,52,"nbd"
"415",116662,"Andruw","Jones",1977-04-23,5,4,3,8,"bd"
"416",592444,"JaCoby","Jones",1992-05-10,3,3,1,1,"bd"
"417",430945,"Adam","Jones",1985-08-01,30,30,8,8,"bd"
"418",434540,"Garrett","Jones",1981-06-21,4,4,0,0,"bd"
"419",571830,"Tommy","Joseph",1991-07-16,529,492,152,213,"nbd"
"420",543376,"Caleb","Joseph",1986-06-18,623,560,174,212,"nbd"
"421",571830,"Tommy","Joseph",1991-07-16,4,3,2,1,"bd"
"422",543376,"Caleb","Joseph",1986-06-18,7,6,2,1,"bd"
"423",459964,"Matt","Joyce",1984-08-03,1019,862,363,391,"nbd"
"424",459964,"Matt","Joyce",1984-08-03,13,10,6,6,"bd"
"425",592450,"Aaron","Judge",1992-04-26,1994,1651,810,1019,"nbd"
"426",592450,"Aaron","Judge",1992-04-26,13,11,6,11,"bd"
"427",628356,"Jung Ho","Kang",1987-04-05,182,169,40,66,"nbd"
"428",628356,"Jung Ho","Kang",1987-04-05,3,3,1,2,"bd"
"429",672284,"Jarred","Kelenic",1999-07-16,373,333,99,117,"nbd"
"430",672284,"Jarred","Kelenic",1999-07-16,4,4,1,1,"bd"
"431",461314,"Matt","Kemp",1984-09-23,1741,1587,574,746,"nbd"
"432",461314,"Matt","Kemp",1984-09-23,12,12,6,14,"bd"
"433",435062,"Howie","Kendrick",1983-07-12,860,793,310,379,"nbd"
"434",452718,"Kyle","Kendrick",1984-08-26,104,86,17,13,"nbd"
"435",435062,"Howie","Kendrick",1983-07-12,5,5,2,2,"bd"
"436",452718,"Kyle","Kendrick",1984-08-26,5,4,1,0,"bd"
"437",666198,"Carter","Kieboom",1997-09-03,245,213,75,69,"nbd"
"438",666198,"Carter","Kieboom",1997-09-03,4,4,0,0,"bd"
"439",595281,"Kevin","Kiermaier",1990-04-22,1645,1527,493,636,"nbd"
"440",595281,"Kevin","Kiermaier",1990-04-22,12,11,2,1,"bd"
"441",547942,"Kwang Hyun","Kim",1988-07-22,27,24,4,4,"nbd"
"442",547942,"Kwang Hyun","Kim",1988-07-22,2,2,0,0,"bd"
"443",664068,"Scott","Kingery",1994-04-29,496,464,128,152,"nbd"
"444",664068,"Scott","Kingery",1994-04-29,7,7,2,2,"bd"
"445",435079,"Ian","Kinsler",1982-06-22,2761,2518,891,1064,"nbd"
"446",435079,"Ian","Kinsler",1982-06-22,21,20,7,9,"bd"
"447",543401,"Jason","Kipnis",1987-04-03,1251,1086,428,461,"nbd"
"448",543401,"Jason","Kipnis",1987-04-03,8,8,0,0,"bd"
"449",435459,"George","Kottaras",1983-05-10,247,210,75,84,"nbd"
"450",435459,"George","Kottaras",1983-05-10,3,2,1,0,"bd"
"451",456124,"Erik","Kratz",1980-06-15,84,82,9,13,"nbd"
"452",456124,"Erik","Kratz",1980-06-15,3,3,0,0,"bd"
"453",680757,"Steven","Kwan",1997-09-05,633,559,234,223,"nbd"
"454",680757,"Steven","Kwan",1997-09-05,5,4,3,2,"bd"
"455",659275,"Dinelson","Lamet",1992-07-18,59,53,6,6,"nbd"
"456",659275,"Dinelson","Lamet",1992-07-18,3,3,0,0,"bd"
"457",458709,"John","Lannan",1984-09-27,165,143,21,15,"nbd"
"458",458709,"John","Lannan",1984-09-27,5,3,0,0,"bd"
"459",641778,"Eric","Lauer",1995-06-03,46,38,4,5,"nbd"
"460",641778,"Eric","Lauer",1995-06-03,2,2,1,1,"bd"
"461",657656,"Ramon","Laureano",1994-07-15,379,342,110,130,"nbd"
"462",657656,"Ramon","Laureano",1994-07-15,4,4,0,0,"bd"
"463",453281,"Wade","LeBlanc",1984-08-07,14,11,1,2,"nbd"
"464",453281,"Wade","LeBlanc",1984-08-07,2,1,1,0,"bd"
"465",518934,"DJ","LeMahieu",1988-07-13,2192,1987,752,856,"nbd"
"466",518934,"DJ","LeMahieu",1988-07-13,19,19,5,6,"bd"
"467",493193,"Dae-ho","Lee",1982-06-21,316,291,98,124,"nbd"
"468",150324,"Carlos","Lee",1976-06-20,611,547,202,200,"nbd"
"469",493193,"Dae-ho","Lee",1982-06-21,1,1,1,1,"bd"
"470",150324,"Carlos","Lee",1976-06-20,4,3,2,1,"bd"
"471",642736,"Domingo","Leyba",1995-09-11,29,24,11,11,"nbd"
"472",642736,"Domingo","Leyba",1995-09-11,1,1,0,0,"bd"
"473",452252,"Adam","Lind",1983-07-17,1406,1260,473,586,"nbd"
"474",452252,"Adam","Lind",1983-07-17,9,8,2,1,"bd"
"475",641796,"Tim","Locastro",1992-07-14,245,208,86,70,"nbd"
"476",641796,"Tim","Locastro",1992-07-14,5,4,3,2,"bd"
"477",425766,"James","Loney",1984-05-07,384,357,125,129,"nbd"
"478",425766,"James","Loney",1984-05-07,4,4,0,0,"bd"
"479",643418,"Shed","Long",1995-08-22,124,113,30,32,"nbd"
"480",643418,"Shed","Long",1995-08-22,4,4,1,2,"bd"
"481",663993,"Nathaniel","Lowe",1995-07-07,803,701,283,299,"nbd"
"482",663993,"Nathaniel","Lowe",1995-07-07,8,8,1,1,"bd"
"483",476704,"Jed","Lowrie",1984-04-17,2127,1885,711,760,"nbd"
"484",476704,"Jed","Lowrie",1984-04-17,14,13,4,6,"bd"
"485",664192,"Joey","Lucchesi",1993-06-06,52,46,4,3,"nbd"
"486",664192,"Joey","Lucchesi",1993-06-06,2,2,0,0,"bd"
"487",518960,"Jonathan","Lucroy",1986-06-13,2529,2265,860,944,"nbd"
"488",518960,"Jonathan","Lucroy",1986-06-13,20,19,10,10,"bd"
"489",656669,"Jordan","Luplow",1993-09-26,378,323,116,128,"nbd"
"490",656669,"Jordan","Luplow",1993-09-26,10,10,3,7,"bd"
"491",592518,"Manny","Machado",1992-07-06,4079,3659,1399,1829,"nbd"
"492",592518,"Manny","Machado",1992-07-06,30,27,12,14,"bd"
"493",605353,"Vimael","Machin",1993-09-25,250,220,76,64,"nbd"
"494",605353,"Vimael","Machin",1993-09-25,3,3,0,0,"bd"
"495",641816,"Tyler","Mahle",1994-09-29,39,33,4,4,"nbd"
"496",641816,"Tyler","Mahle",1994-09-29,2,1,0,0,"bd"
"497",455117,"Martin","Maldonado",1986-08-16,787,677,230,242,"nbd"
"498",455117,"Martin","Maldonado",1986-08-16,10,10,3,3,"bd"
"499",622534,"Manuel","Margot",1994-09-28,1343,1231,407,472,"nbd"
"500",622534,"Manuel","Margot",1994-09-28,17,17,4,6,"bd"
"501",150302,"Jason","Marquis",1978-08-21,109,101,21,28,"nbd"
"502",150302,"Jason","Marquis",1978-08-21,4,3,0,0,"bd"
"503",641829,"Jason","Martin",1995-09-05,150,140,38,51,"nbd"
"504",641829,"Jason","Martin",1995-09-05,4,4,0,0,"bd"
"505",502110,"J. D.","Martinez",1987-08-21,5101,4557,1837,2470,"nbd"
"506",500874,"Jose","Martinez",1988-07-25,1260,1131,453,519,"nbd"
"507",593372,"Carlos","Martinez",1991-09-21,65,58,13,14,"nbd"
"508",492841,"Michael","Martinez",1982-09-16,105,100,28,31,"nbd"
"509",502110,"J. D.","Martinez",1987-08-21,41,38,15,19,"bd"
"510",500874,"Jose","Martinez",1988-07-25,10,9,4,3,"bd"
"511",593372,"Carlos","Martinez",1991-09-21,4,4,0,0,"bd"
"512",492841,"Michael","Martinez",1982-09-16,1,1,0,0,"bd"
"513",622761,"Jorge","Mateo",1995-06-23,529,490,140,186,"nbd"
"514",622761,"Jorge","Mateo",1995-06-23,4,4,1,1,"bd"
"515",571927,"Steven","Matz",1991-05-29,51,44,7,10,"nbd"
"516",571927,"Steven","Matz",1991-05-29,2,2,1,2,"bd"
"517",408045,"Joe","Mauer",1983-04-19,1825,1599,659,633,"nbd"
"518",408045,"Joe","Mauer",1983-04-19,14,12,4,3,"bd"
"519",457727,"Cameron","Maybin",1987-04-04,446,391,141,142,"nbd"
"520",457727,"Cameron","Maybin",1987-04-04,4,4,2,2,"bd"
"521",608686,"Jack","Mayfield",1990-09-30,286,262,77,102,"nbd"
"522",608686,"Jack","Mayfield",1990-09-30,4,4,1,1,"bd"
"523",608577,"Nomar","Mazara",1995-04-26,1027,936,325,408,"nbd"
"524",608577,"Nomar","Mazara",1995-04-26,10,9,6,9,"bd"
"525",543510,"James","McCann",1990-06-13,1303,1206,401,488,"nbd"
"526",543510,"James","McCann",1990-06-13,10,9,1,0,"bd"
"527",664983,"Jake","McCarthy",1997-07-30,350,317,118,134,"nbd"
"528",664983,"Jake","McCarthy",1997-07-30,4,4,2,3,"bd"
"529",676801,"Chas","McCormick",1995-04-19,403,355,133,144,"nbd"
"530",676801,"Chas","McCormick",1995-04-19,4,4,2,2,"bd"
"531",643446,"Jeff","McNeil",1992-04-08,1006,912,355,371,"nbd"
"532",643446,"Jeff","McNeil",1992-04-08,9,7,6,10,"bd"
"533",640457,"Austin","Meadows",1995-05-03,729,638,235,277,"nbd"
"534",640457,"Austin","Meadows",1995-05-03,9,8,2,2,"bd"
"535",656731,"Tylor","Megill",1995-07-28,29,26,6,8,"nbd"
"536",656731,"Tylor","Megill",1995-07-28,2,2,1,1,"bd"
"537",664901,"Danny","Mendick",1993-09-28,35,34,12,14,"nbd"
"538",664901,"Danny","Mendick",1993-09-28,5,5,1,4,"bd"
"539",474568,"Jordy","Mercer",1986-08-27,1556,1407,480,515,"nbd"
"540",474568,"Jordy","Mercer",1986-08-27,13,12,2,1,"bd"
"541",519023,"Devin","Mesoraco",1988-06-19,181,162,53,58,"nbd"
"542",519023,"Devin","Mesoraco",1988-06-19,3,3,0,0,"bd"
"543",519025,"Will","Middlebrooks",1988-09-09,268,248,69,71,"nbd"
"544",519025,"Will","Middlebrooks",1988-09-09,5,5,0,0,"bd"
"545",453192,"Andrew","Miller",1985-05-21,23,22,2,2,"nbd"
"546",453192,"Andrew","Miller",1985-05-21,3,2,0,0,"bd"
"547",669304,"Jose","Miranda",1998-06-29,479,440,156,188,"nbd"
"548",669304,"Jose","Miranda",1998-06-29,4,4,1,1,"bd"
"549",425877,"Yadier","Molina",1982-07-13,500,456,157,199,"nbd"
"550",425877,"Yadier","Molina",1982-07-13,3,3,1,1,"bd"
"551",660162,"Yoan","Moncada",1995-05-27,1812,1597,639,725,"nbd"
"552",660162,"Yoan","Moncada",1995-05-27,13,12,1,0,"bd"
"553",609275,"Adalberto","Mondesi",1995-07-27,663,619,186,263,"nbd"
"554",609275,"Adalberto","Mondesi",1995-07-27,10,10,3,3,"bd"
"555",471083,"Miguel","Montero",1983-07-09,211,183,66,64,"nbd"
"556",471083,"Miguel","Montero",1983-07-09,2,2,0,0,"bd"
"557",664238,"Dylan","Moore",1992-08-02,155,133,56,67,"nbd"
"558",664238,"Dylan","Moore",1992-08-02,4,4,1,1,"bd"
"559",434778,"Kendrys","Morales",1983-06-20,1706,1528,568,693,"nbd"
"560",434778,"Kendrys","Morales",1983-06-20,12,11,6,12,"bd"
"561",519048,"Mitch","Moreland",1985-09-06,2059,1848,657,828,"nbd"
"562",519048,"Mitch","Moreland",1985-09-06,19,18,6,9,"bd"
"563",489149,"Logan","Morrison",1987-08-25,1431,1250,471,541,"nbd"
"564",489149,"Logan","Morrison",1987-08-25,14,12,6,8,"bd"
"565",461235,"Brandon","Moss",1983-09-16,397,359,112,155,"nbd"
"566",461235,"Brandon","Moss",1983-09-16,4,3,0,0,"bd"
"567",519058,"Mike","Moustakas",1988-09-11,3107,2824,971,1277,"nbd"
"568",519058,"Mike","Moustakas",1988-09-11,23,21,8,12,"bd"
"569",571970,"Max","Muncy",1990-08-25,1889,1565,700,811,"nbd"
"570",571970,"Max","Muncy",1990-08-25,21,17,8,11,"bd"
"571",571974,"J. R.","Murphy",1991-05-13,291,269,71,104,"nbd"
"572",502517,"Daniel","Murphy",1985-04-01,579,528,227,316,"nbd"
"573",571974,"J. R.","Murphy",1991-05-13,2,2,0,0,"bd"
"574",502517,"Daniel","Murphy",1985-04-01,3,3,0,0,"bd"
"575",571980,"Tyler","Naquin",1991-04-24,1321,1202,430,548,"nbd"
"576",571980,"Tyler","Naquin",1991-04-24,15,14,4,6,"bd"
"577",519068,"Efren","Navarro",1986-05-14,169,154,51,53,"nbd"
"578",519068,"Efren","Navarro",1986-05-14,5,5,1,1,"bd"
"579",647304,"Josh","Naylor",1997-06-22,1014,925,317,395,"nbd"
"580",647304,"Josh","Naylor",1997-06-22,13,10,5,3,"bd"
"581",621028,"Kevin","Newman",1993-08-04,1079,1006,329,378,"nbd"
"582",621028,"Kevin","Newman",1993-08-04,6,4,3,2,"bd"
"583",504379,"Juan","Nicasio",1986-08-31,49,35,9,5,"nbd"
"584",504379,"Juan","Nicasio",1986-08-31,1,1,0,0,"bd"
"585",621512,"Tomas","Nido",1994-04-12,158,151,40,47,"nbd"
"586",621512,"Tomas","Nido",1994-04-12,3,2,2,3,"bd"
"587",663457,"Lars","Nootbaar",1997-09-08,465,394,156,176,"nbd"
"588",663457,"Lars","Nootbaar",1997-09-08,6,5,1,0,"bd"
"589",600524,"Renato","Nunez",1994-04-04,595,537,184,247,"nbd"
"590",456488,"Eduardo","Nunez",1987-06-15,1576,1490,501,638,"nbd"
"591",600524,"Renato","Nunez",1994-04-04,4,4,2,2,"bd"
"592",456488,"Eduardo","Nunez",1987-06-15,12,10,4,2,"bd"
"593",657434,"Brian","O'Grady",1992-05-17,57,48,15,17,"nbd"
"594",657434,"Brian","O'Grady",1992-05-17,4,3,1,0,"bd"
"595",641933,"Tyler","O'Neill",1995-06-22,533,478,188,269,"nbd"
"596",641933,"Tyler","O'Neill",1995-06-22,4,4,1,1,"bd"
"597",660271,"Shohei","Ohtani",1994-07-05,2069,1807,746,990,"nbd"
"598",660271,"Shohei","Ohtani",1994-07-05,28,26,6,10,"bd"
"599",542364,"Rafael","Ortega",1991-05-15,368,313,121,109,"nbd"
"600",542364,"Rafael","Ortega",1991-05-15,3,3,1,4,"bd"
"601",400061,"Roy","Oswalt",1977-08-29,76,61,11,8,"nbd"
"602",400061,"Roy","Oswalt",1977-08-29,3,3,1,1,"bd"
"603",572008,"Chris","Owings",1991-08-12,1055,986,300,361,"nbd"
"604",572008,"Chris","Owings",1991-08-12,7,7,4,5,"bd"
"605",434636,"Angel","Pagan",1981-07-02,539,491,179,207,"nbd"
"606",434636,"Angel","Pagan",1981-07-02,4,4,0,0,"bd"
"607",660829,"Hoy","Park",1996-04-07,57,48,15,18,"nbd"
"608",660829,"Hoy","Park",1996-04-07,3,3,1,1,"bd"
"609",467827,"Gerardo","Parra",1987-05-06,2383,2188,778,897,"nbd"
"610",467827,"Gerardo","Parra",1987-05-06,22,19,9,8,"bd"
"611",456665,"Steve","Pearce",1983-04-13,1012,901,322,392,"nbd"
"612",456665,"Steve","Pearce",1983-04-13,11,10,2,2,"bd"
"613",408241,"Jake","Peavy",1981-05-31,29,25,6,4,"nbd"
"614",408241,"Jake","Peavy",1981-05-31,2,2,1,1,"bd"
"615",592626,"Joc","Pederson",1992-04-21,2748,2360,932,1137,"nbd"
"616",592626,"Joc","Pederson",1992-04-21,26,24,13,21,"bd"
"617",456030,"Dustin","Pedroia",1983-08-17,694,629,261,283,"nbd"
"618",456030,"Dustin","Pedroia",1983-08-17,4,4,1,1,"bd"
"619",665161,"Jeremy","Pena",1997-09-22,554,517,159,221,"nbd"
"620",665161,"Jeremy","Pena",1997-09-22,4,4,1,1,"bd"
"621",452254,"Hunter","Pence",1983-04-13,1528,1393,502,602,"nbd"
"622",452254,"Hunter","Pence",1983-04-13,17,16,3,2,"bd"
"623",460060,"Cliff","Pennington",1984-06-15,245,207,70,57,"nbd"
"624",460060,"Cliff","Pennington",1984-06-15,4,3,2,2,"bd"
"625",207267,"Brad","Penny",1978-05-24,30,24,5,5,"nbd"
"626",207267,"Brad","Penny",1978-05-24,2,2,0,0,"bd"
"627",444482,"David","Peralta",1987-08-14,2265,2055,757,925,"nbd"
"628",642547,"Freddy","Peralta",1996-06-04,42,40,5,4,"nbd"
"629",425509,"Jhonny","Peralta",1982-05-28,57,53,15,11,"nbd"
"630",444482,"David","Peralta",1987-08-14,18,16,8,6,"bd"
"631",642547,"Freddy","Peralta",1996-06-04,3,3,0,0,"bd"
"632",425509,"Jhonny","Peralta",1982-05-28,1,1,0,0,"bd"
"633",606299,"Jose","Peraza",1994-04-30,1589,1482,485,549,"nbd"
"634",606299,"Jose","Peraza",1994-04-30,15,13,3,2,"bd"
"635",554234,"Williams","Perez",1991-05-21,16,14,0,0,"nbd"
"636",521692,"Salvador","Perez",1990-05-10,3198,3027,916,1340,"nbd"
"637",605421,"Michael","Perez",1992-08-07,395,361,96,110,"nbd"
"638",554234,"Williams","Perez",1991-05-21,3,3,0,0,"bd"
"639",521692,"Salvador","Perez",1990-05-10,23,22,6,8,"bd"
"640",605421,"Michael","Perez",1992-08-07,9,7,1,0,"bd"
"641",607054,"Jace","Peterson",1990-05-09,917,809,286,286,"nbd"
"642",607054,"Jace","Peterson",1990-05-09,8,7,2,1,"bd"
"643",621433,"Brett","Phillips",1994-05-30,510,447,133,153,"nbd"
"644",408252,"Brandon","Phillips",1981-06-28,2292,2156,728,861,"nbd"
"645",621433,"Brett","Phillips",1994-05-30,7,7,2,5,"bd"
"646",408252,"Brandon","Phillips",1981-06-28,18,16,6,10,"bd"
"647",444489,"Manny","Pina",1987-06-05,689,629,218,258,"nbd"
"648",444489,"Manny","Pina",1987-06-05,7,7,2,3,"bd"
"649",334492,"Joel","Pineiro",1978-09-25,54,49,8,8,"nbd"
"650",334492,"Joel","Pineiro",1978-09-25,3,2,0,0,"bd"
"651",461858,"Trevor","Plouffe",1986-06-15,1486,1358,454,561,"nbd"
"652",461858,"Trevor","Plouffe",1986-06-15,12,11,5,9,"bd"
"653",570256,"Gregory","Polanco",1991-09-14,1062,953,315,387,"nbd"
"654",593871,"Jorge","Polanco",1993-07-05,2647,2365,886,1072,"nbd"
"655",570256,"Gregory","Polanco",1991-09-14,11,8,6,3,"bd"
"656",593871,"Jorge","Polanco",1993-07-05,23,19,8,11,"bd"
"657",502100,"Alex","Presley",1985-07-25,263,244,92,102,"nbd"
"658",502100,"Alex","Presley",1985-07-25,1,1,0,0,"bd"
"659",527049,"Cesar","Puello",1991-04-01,37,32,10,5,"nbd"
"660",527049,"Cesar","Puello",1991-04-01,2,2,2,2,"bd"
"661",596451,"Roman","Quinn",1993-05-14,83,75,25,24,"nbd"
"662",596451,"Roman","Quinn",1993-05-14,4,4,0,0,"bd"
"663",608070,"Jose","Ramirez",1992-09-17,2787,2464,958,1170,"nbd"
"664",623912,"Harold","Ramirez",1994-09-06,431,400,147,162,"nbd"
"665",493351,"Alexei","Ramirez",1981-09-22,619,580,177,208,"nbd"
"666",608070,"Jose","Ramirez",1992-09-17,27,25,11,19,"bd"
"667",623912,"Harold","Ramirez",1994-09-06,4,3,2,1,"bd"
"668",493351,"Alexei","Ramirez",1981-09-22,3,3,0,0,"bd"
"669",467092,"Wilson","Ramos",1987-08-10,1847,1707,610,753,"nbd"
"670",459987,"Cesar","Ramos",1984-06-22,0,0,0,0,"nbd"
"671",467092,"Wilson","Ramos",1987-08-10,19,18,6,9,"bd"
"672",459987,"Cesar","Ramos",1984-06-22,1,1,0,0,"bd"
"673",458675,"Colby","Rasmus",1986-08-11,982,872,344,435,"nbd"
"674",458675,"Colby","Rasmus",1986-08-11,10,9,3,5,"bd"
"675",607067,"Colin","Rea",1990-07-01,37,31,6,4,"nbd"
"676",607067,"Colin","Rea",1990-07-01,2,2,0,0,"bd"
"677",543685,"Anthony","Rendon",1990-06-06,2430,2091,927,1066,"nbd"
"678",543685,"Anthony","Rendon",1990-06-06,22,19,10,10,"bd"
"679",519184,"Ben","Revere",1988-05-03,933,874,305,318,"nbd"
"680",519184,"Ben","Revere",1988-05-03,9,9,5,5,"bd"
"681",622569,"Pablo","Reyes",1993-09-05,236,215,67,67,"nbd"
"682",614177,"Franmil","Reyes",1995-07-07,1008,906,319,466,"nbd"
"683",408314,"Jose","Reyes",1983-06-11,557,498,173,206,"nbd"
"684",622569,"Pablo","Reyes",1993-09-05,8,6,5,7,"bd"
"685",614177,"Franmil","Reyes",1995-07-07,6,6,2,5,"bd"
"686",408314,"Jose","Reyes",1983-06-11,4,3,2,1,"bd"
"687",448602,"Mark","Reynolds",1983-08-03,1025,904,362,420,"nbd"
"688",448602,"Mark","Reynolds",1983-08-03,9,9,4,10,"bd"
"689",453385,"Clayton","Richard",1983-09-12,77,67,7,11,"nbd"
"690",453385,"Clayton","Richard",1983-09-12,2,2,0,0,"bd"
"691",572073,"Joey","Rickard",1991-05-21,505,463,157,184,"nbd"
"692",572073,"Joey","Rickard",1991-05-21,7,7,1,1,"bd"
"693",663586,"Austin","Riley",1997-04-02,691,613,242,325,"nbd"
"694",663586,"Austin","Riley",1997-04-02,2,2,0,0,"bd"
"695",592680,"Yadiel","Rivera",1992-05-02,225,199,57,46,"nbd"
"696",425784,"Rene","Rivera",1983-07-31,271,246,78,85,"nbd"
"697",656896,"Emmanuel","Rivera",1996-06-29,97,89,31,30,"nbd"
"698",592680,"Yadiel","Rivera",1992-05-02,6,6,2,2,"bd"
"699",425784,"Rene","Rivera",1983-07-31,7,6,1,0,"bd"
"700",656896,"Emmanuel","Rivera",1996-06-29,1,1,0,0,"bd"
"701",519203,"Anthony","Rizzo",1989-08-08,3868,3273,1478,1629,"nbd"
"702",519203,"Anthony","Rizzo",1989-08-08,29,27,9,9,"bd"
"703",673357,"Luis","Robert",1997-08-03,222,199,65,87,"nbd"
"704",673357,"Luis","Robert",1997-08-03,5,3,3,1,"bd"
"705",592685,"Drew","Robinson",1992-04-20,121,105,36,32,"nbd"
"706",592685,"Drew","Robinson",1992-04-20,4,4,0,0,"bd"
"707",645302,"Victor","Robles",1997-05-19,979,854,310,319,"nbd"
"708",645302,"Victor","Robles",1997-05-19,7,7,2,3,"bd"
"709",663898,"Brendan","Rodgers",1996-08-09,575,522,184,211,"nbd"
"710",663898,"Brendan","Rodgers",1996-08-09,6,5,5,4,"bd"
"711",500135,"Ronny","Rodriguez",1992-04-17,290,273,73,120,"nbd"
"712",121347,"Alex","Rodriguez",1975-07-27,1206,1036,423,514,"nbd"
"713",446481,"Sean","Rodriguez",1985-04-26,762,670,229,243,"nbd"
"714",500135,"Ronny","Rodriguez",1992-04-17,4,3,1,1,"bd"
"715",121347,"Alex","Rodriguez",1975-07-27,9,9,1,4,"bd"
"716",446481,"Sean","Rodriguez",1985-04-26,12,11,2,2,"bd"
"717",469134,"Esmil","Rogers",1985-08-14,48,41,9,12,"nbd"
"718",469134,"Esmil","Rogers",1985-08-14,4,4,1,1,"bd"
"719",668942,"Josh","Rojas",1994-06-30,545,479,185,198,"nbd"
"720",668942,"Josh","Rojas",1994-06-30,5,5,1,1,"bd"
"721",489267,"Adam","Rosales",1983-05-20,552,498,156,208,"nbd"
"722",489267,"Adam","Rosales",1983-05-20,8,5,3,0,"bd"
"723",592696,"Eddie","Rosario",1991-09-28,1731,1629,503,730,"nbd"
"724",592696,"Eddie","Rosario",1991-09-28,15,15,5,6,"bd"
"725",605452,"Joe","Ross",1993-05-21,42,39,13,12,"nbd"
"726",605452,"Joe","Ross",1993-05-21,2,2,0,0,"bd"
"727",573131,"Darin","Ruf",1986-07-28,701,610,243,289,"nbd"
"728",573131,"Darin","Ruf",1986-07-28,8,7,3,3,"bd"
"729",660688,"Keibert","Ruiz",1998-07-20,7,7,1,4,"nbd"
"730",547004,"Rio","Ruiz",1994-05-22,169,148,46,45,"nbd"
"731",660688,"Keibert","Ruiz",1998-07-20,1,1,1,1,"bd"
"732",547004,"Rio","Ruiz",1994-05-22,4,2,3,1,"bd"
"733",519237,"Cameron","Rupp",1988-09-28,424,394,128,175,"nbd"
"734",519237,"Cameron","Rupp",1988-09-28,9,8,4,4,"bd"
"735",592710,"Josh","Rutledge",1989-04-21,55,48,18,17,"nbd"
"736",592710,"Josh","Rutledge",1989-04-21,1,1,1,2,"bd"
"737",573135,"Tyler","Saladino",1989-07-20,516,476,151,182,"nbd"
"738",573135,"Tyler","Saladino",1989-07-20,13,13,4,4,"bd"
"739",477569,"Fernando","Salas",1985-05-30,1,1,0,0,"nbd"
"740",477569,"Fernando","Salas",1985-05-30,1,1,1,1,"bd"
"741",457454,"Jarrod","Saltalamacchia",1985-05-02,431,370,136,130,"nbd"
